,constellation,iterations,seed_value,mu,sigma,number_of_satellites,total_area_earth_km_sq,coverage_area_per_sat_sqkm,altitude_km,dl_frequency_Hz,dl_bandwidth_Hz,speed_of_light,antenna_diameter_m,antenna_efficiency,power_dBw,receiver_gain_dB,earth_atmospheric_losses_dB,all_other_losses_dB,number_of_channels,polarization,monthly_traffic_GB,percent_of_traffic,fuel_mass_kg,fuel_mass_1_kg,fuel_mass_2_kg,fuel_mass_3_kg,satellite_launch_cost,ground_station_cost,spectrum_cost,regulation_fees,digital_infrastructure_cost,ground_station_energy,subscriber_acquisition,staff_costs,research_development,maintenance,discount_rate,assessment_period_year
736,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1199.075616158227,13500000000.074043,250000000.0,300000000.0,0.7859118327835495,0.5154927441285915,30,27.2046481746968,15.53280017122122,0.6574676419579097,8,2,28.042866798099627,15,218150,7360,0,0,712282864.9907962,52299030.431871325,109512310.40840787,5916944.363722393,3423686.9735518545,2880841.130358127,55739857.82046817,2847316.312161428,59536709.57444184,13276251.459528245,5,5
737,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,605.0874822631824,17699999999.957848,250000000.0,300000000.0,0.7773021404756838,0.5389634076505537,30,31.454265277105392,14.543591133666325,0.5028841290795963,8,2,28.536354275382585,15,0,10000,480000,184900,172307882.25505504,32482029.769069623,133904948.70547488,8126528.067663437,2040497.2548070713,15286508.272953521,49996139.3129976,8686029.284000391,59442440.00917802,54258275.02245849,5,5
738,Starlink,100,42,2,10,4425,510000000,115254.2372881356,543.4072626243245,13499999999.942577,500000000.0,300000000.0,0.6113051483562706,0.5567828021671986,30,33.6614483443773,12.044971768827747,0.649722267235533,8,2,26.029762600760684,15,488370,0,0,0,253310651.34212193,46070063.17091131,109673073.36265945,1499543.0184712904,3518701.598137722,3387344.908779111,55513373.473012574,7328127.746946676,59561894.690545596,12865325.49341137,5,5
739,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1199.9989287637625,13499999999.978035,250000000.0,300000000.0,0.8004647810851632,0.6775988035920418,30,25.420938902660243,13.394778252923224,0.5035423070428477,8,2,25.344214259612226,15,218150,7360,0,0,723960070.7279475,52581844.33944587,122701302.1106502,7430775.255606048,3515629.5068468517,4216157.53914801,50575641.97562306,13098783.371004676,59591068.090808295,12686549.906673603,5,5
740,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,605.831074026987,17699999999.922863,250000000.0,300000000.0,0.8190678479148064,0.533987843425344,30,28.26249899633944,13.30130648901436,0.34222575264162625,8,2,30.710308226631096,15,0,10000,480000,184900,184696032.55203915,30901719.099423222,113533983.19389346,8327685.449748009,1752710.9966074277,14306310.067644093,47359581.49058062,-1711058.7212428972,60107295.45303928,55936058.05483745,5,5
741,Starlink,100,42,2,10,4425,510000000,115254.2372881356,543.9192376530084,13499999999.909012,500000000.0,300000000.0,0.644776735056777,0.5748310391184124,30,27.316515064047287,7.156710074017438,0.6443353353551968,8,2,34.02228716282737,15,488370,0,0,0,251017219.96623078,43966260.76843626,134771626.86706185,-1025381.1042865217,4125579.671669879,2534743.755082925,49922525.76912474,7921995.174996221,59791425.35609562,12512544.748216305,5,5
742,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1199.3368899347133,13500000000.006197,250000000.0,300000000.0,0.6497022271551037,0.6009300320340405,30,34.415969586162156,16.3606338794904,0.41790921889694643,8,2,30.970418741198188,15,218150,7360,0,0,729831381.5750504,47159262.0398354,128899777.24272579,8973003.349544229,3428786.8787819454,3907086.924280528,40698779.44961382,12224449.732184725,60050390.469398946,12871980.291024165,5,5
743,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,606.512343137199,17699999999.98266,250000000.0,300000000.0,0.8848355322826269,0.6008098217207871,30,26.63512234376083,16.503665777255733,0.6367847616040334,8,2,26.588952909788205,15,0,10000,480000,184900,174128735.03195032,36451138.96350597,132393632.94284847,5734181.031996241,1943955.330792026,14867495.709047485,53722258.29292708,15419232.009230588,60464517.8890747,54271649.10651637,5,5
744,Starlink,100,42,2,10,4425,510000000,115254.2372881356,543.2906591678725,13500000000.096954,500000000.0,300000000.0,0.7872019889893878,0.6511577093988064,30,28.10638436032012,9.882993776805847,0.6749128177635402,8,2,32.49478128270209,15,488370,0,0,0,256507646.22472367,52892369.75409746,137714204.76661313,2366194.726866096,3541020.1303326776,4097430.0469034417,50429970.99901301,465753.41782427067,60895373.002617404,12663931.432372915,5,5
745,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1193.0582897101172,13500000000.044168,250000000.0,300000000.0,0.700086607266367,0.6751237804729726,30,30.021026116495786,15.000346494223171,0.499051854520834,8,2,32.79428411983056,15,218150,7360,0,0,725983005.4647284,48180780.03932221,115111134.47594999,5546893.242006154,4118484.2624758496,2792311.3083770545,45769357.39274788,11441227.30998085,59728239.596771546,12488713.597251333,5,5
746,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,606.6268408087352,17700000000.08758,250000000.0,300000000.0,0.9007717718307411,0.694829154274665,30,26.51459417895102,13.683870025372478,0.4110925491195368,8,2,30.05254265228426,15,0,10000,480000,184900,182236066.524609,35285270.9020275,129827239.46845664,6113191.368179486,3186299.136418144,14986027.855310163,53459960.8607373,6875000.541374417,60125417.71872301,54810035.70103983,5,5
747,Starlink,100,42,2,10,4425,510000000,115254.2372881356,549.8106632594719,13499999999.94871,500000000.0,300000000.0,0.7520687129706327,0.5101941147080524,30,29.076903278833676,9.74559347793232,0.7229368681491638,8,2,30.775502953805262,15,488370,0,0,0,249160059.66972926,51862259.048274495,128818231.82290597,243565.8191101523,2574810.9380512764,3346260.4793494944,58762738.21249306,-2183257.0550855477,60675791.72178491,12908701.12574929,5,5
748,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1196.970401984069,13499999999.914415,250000000.0,300000000.0,0.7099122618262748,0.5244450518602769,30,31.904171015375642,13.025102102588399,0.5230797719859593,8,2,25.07677899183764,15,218150,7360,0,0,729831318.4305965,52065240.71999818,139724448.3648003,5763608.132880945,3403542.9722714894,4094850.4311969853,53827360.257967934,-2117551.677823506,60131953.67034192,12354706.439544164,5,5
749,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,601.5230647994327,17699999999.91666,250000000.0,300000000.0,0.9003281200978548,0.6813665868783707,30,32.659438072181224,16.943251461606096,0.48696319736134475,8,2,27.31938488238335,15,0,10000,480000,184900,182144234.53623423,36683821.42187905,124312588.86090736,7867111.367243659,2517013.62827476,14949404.284398723,58648966.38717942,14588135.244205829,60386899.10287754,55569104.11747645,5,5
750,Starlink,100,42,2,10,4425,510000000,115254.2372881356,545.4048017206169,13499999999.92028,500000000.0,300000000.0,0.6527395487289299,0.519681461523628,30,33.58269440422395,9.166061065664211,0.47154498963508973,8,2,33.74938203291266,15,488370,0,0,0,257127649.4392544,48876983.15143005,105611167.29251686,1316045.1367063215,3034642.026324849,2584689.4318123325,42959981.70821342,17200694.249428436,60490079.42726585,12280419.033054328,5,5
751,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1195.9656731999846,13499999999.904823,250000000.0,300000000.0,0.6494615419575471,0.6394393245586678,30,32.59337873005518,13.800867245294233,0.5850115600433742,8,2,29.077449994860928,15,218150,7360,0,0,713932591.820921,45769699.14296292,144067558.9549235,8338956.25648752,4335606.758221342,4231598.737828851,58221299.81461107,436038.1994030373,59444412.427460745,13875394.601747839,5,5
752,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,607.0546430956458,17700000000.02347,250000000.0,300000000.0,1.0632727246557314,0.518820547061388,30,31.799952767980955,13.6666368666387,0.6348062519607195,8,2,28.361270129204417,15,0,10000,480000,184900,186104147.45521054,33696402.45220048,140081979.92923012,8853369.732858554,3378168.098817043,15565930.851791661,52737058.56008845,2794980.8035532935,60215996.59897935,55802216.726561755,5,5
753,Starlink,100,42,2,10,4425,510000000,115254.2372881356,541.783229281908,13499999999.979332,500000000.0,300000000.0,0.7774112894760261,0.6455342501479022,30,26.094319759282183,10.399753207945604,0.5550642697286523,8,2,29.487930359458666,15,488370,0,0,0,255937351.28030258,45533024.61328732,117802123.9723605,2139888.2373420694,3649188.025053654,2773706.2714742534,41392068.25274685,13084702.305134155,59820923.74546335,12508651.494333081,5,5
754,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1197.9429062165561,13500000000.088034,250000000.0,300000000.0,0.6242771019742285,0.5723445347898339,30,33.38221082801741,13.099028108727872,0.5019803853476528,8,2,27.036591474410905,15,218150,7360,0,0,710572650.6464604,48107600.04851611,143705193.7342452,8176640.900281103,2785961.7080431352,3016901.988399311,46199757.254449844,5594263.591732566,59539566.863636516,13958431.3472,5,5
755,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,601.2514176174036,17699999999.995724,250000000.0,300000000.0,0.7045869841711904,0.6458014740066448,30,34.022019176014254,14.600487946900868,0.6776450487452188,8,2,32.8546199169315,15,0,10000,480000,184900,171351658.90806693,29549557.872195806,114590656.18303132,5439561.908829928,2820450.3671726715,15058913.866410935,53611539.8641201,9619937.574142613,59231793.98964955,54141241.347991146,5,5
756,Starlink,100,42,2,10,4425,510000000,115254.2372881356,541.4173241804523,13499999999.946653,500000000.0,300000000.0,0.7554130917351832,0.6644386552613072,30,28.101017738572967,10.449553545247596,0.6612136837082754,8,2,27.10167706271582,15,488370,0,0,0,243955752.88265797,46383307.92335689,131426499.9412646,2613309.4101489573,2802350.1613378306,4049946.519640144,50549496.784134306,6851594.441967718,60107774.18710425,12470504.536921022,5,5
757,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1196.551178051523,13500000000.036615,250000000.0,300000000.0,0.8468086117907273,0.5072297735647726,30,31.611398845652715,16.00029601043654,0.5877367323914753,8,2,34.38374411034055,15,218150,7360,0,0,712161321.3662521,48265752.50066523,122673420.39847437,9002884.405173939,3233637.2217874676,4217871.596342424,45769305.45603812,9963121.5009654,59705636.049911335,12919336.868572604,5,5
758,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,601.8839111909966,17699999999.991894,250000000.0,300000000.0,0.8176110268057996,0.5738437128723392,30,29.328951523723184,12.742268085569627,0.36299331257126505,8,2,29.236441437308486,15,0,10000,480000,184900,177564708.218438,28052480.313203156,126085473.99815395,6984251.7234415375,3350616.6552263023,14486920.943416314,43281120.60369361,3690953.0691705747,59758826.153796144,55761297.160223804,5,5
759,Starlink,100,42,2,10,4425,510000000,115254.2372881356,542.6465583588043,13499999999.902155,500000000.0,300000000.0,0.4660233482894822,0.5462097617697371,30,34.86377555214898,8.214113695482657,0.40479963136739283,8,2,27.873223740654137,15,488370,0,0,0,251434994.0748113,52840419.874564186,120370780.74385346,2094625.7387826499,3055677.4335476304,2528646.2164780037,44344642.746533714,4205675.498860726,60432563.21856996,12090610.09124752,5,5
760,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1193.7873478641077,13500000000.029243,250000000.0,300000000.0,0.5346031686163113,0.5702646561563255,30,28.584140562986395,14.195516116034298,0.38556408720492746,8,2,28.489980087853873,15,218150,7360,0,0,723906891.3926855,48081445.04793845,105007172.96047062,5830616.500181716,3390113.068191733,3263954.75247611,44963627.800945126,8788821.774103714,60108711.195150875,13952958.814272594,5,5
761,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,609.3597956743304,17699999999.999634,250000000.0,300000000.0,0.9849005482923269,0.5871294177739127,30,30.573663004084583,12.801828698843142,0.6422814112525976,8,2,33.51064104808,15,0,10000,480000,184900,178851337.6441185,33719648.352524795,133531757.9052054,8921606.585756063,2641389.892637642,14463981.628302585,56670075.00312513,16016391.269233085,60012945.69135047,55447722.988899544,5,5
762,Starlink,100,42,2,10,4425,510000000,115254.2372881356,544.4894636063298,13500000000.02132,500000000.0,300000000.0,0.4318043103795357,0.6626250682616748,30,31.08858791630987,11.546849422817202,0.529743049360477,8,2,34.994631252937765,15,488370,0,0,0,256944973.61636588,47105690.73896488,118235893.5668967,-724124.9502698281,4436039.230754183,4228905.18042914,42336185.23057,14888045.4418814,59597548.29988799,12890520.739214128,5,5
763,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1191.958076041035,13500000000.043463,250000000.0,300000000.0,0.5580321512515048,0.5555262111289643,30,32.29924129350727,13.13834675070893,0.44953384292947013,8,2,32.01626878508921,15,218150,7360,0,0,725365267.9706606,49345134.505544916,136539528.67853096,8419616.300966531,3987397.722850892,3812399.206539168,56834694.88085143,8617917.384260692,59577615.486647956,12796635.267802548,5,5
764,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,609.7095956164594,17699999999.994305,250000000.0,300000000.0,0.7167507348071018,0.5145869628904066,30,33.05158533897961,17.476392237106275,0.6668198663907693,8,2,27.954274412789154,15,0,10000,480000,184900,182525880.1720438,31182404.823649466,120803647.86733295,7490802.847870044,2611132.0489265434,15809968.481234971,47053427.84087102,5323340.022342478,59326747.69757343,54405338.7800868,5,5
765,Starlink,100,42,2,10,4425,510000000,115254.2372881356,547.8908759159712,13500000000.081099,500000000.0,300000000.0,0.748409610728169,0.6799885863056516,30,31.169581435142547,8.139816750684808,0.450117241877331,8,2,26.528244361195597,15,488370,0,0,0,252821773.08709383,44349747.32132876,120264932.15240116,-1126752.8020251782,2764070.232690621,2977049.4287974294,41111882.69424621,1485025.5616016407,59462701.88054926,12484756.78609279,5,5
766,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1197.1991914253094,13499999999.99121,250000000.0,300000000.0,0.8499205761862445,0.5821331053882984,30,33.37079799141711,13.079096887606706,0.6109376350600105,8,2,25.36041199047793,15,218150,7360,0,0,720891826.3636531,51973561.8344923,129365661.14923017,7442991.17991989,3264281.5758759854,4248716.62304754,50652936.97489807,16293139.526756026,60420152.75690242,12761360.02471093,5,5
767,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,607.0316941486437,17700000000.049706,250000000.0,300000000.0,0.9861275035562787,0.6388017384858178,30,31.881206296867035,15.883726954755883,0.45539379096127136,8,2,32.29347607073227,15,0,10000,480000,184900,184925818.67433494,28892669.909067594,130861082.97012421,7685081.678234486,1749707.606628696,15945730.598578459,52831620.872995645,17058453.13627797,59009578.10972442,54577009.704557955,5,5
768,Starlink,100,42,2,10,4425,510000000,115254.2372881356,548.3133251302786,13500000000.028452,500000000.0,300000000.0,0.6036062369020136,0.5348471377505761,30,34.574407105954826,12.075570375971557,0.6811049456456686,8,2,33.07614722530511,15,488370,0,0,0,241732887.8365418,44513905.188381396,128541691.52237177,-440412.95985520247,3680238.44734733,3326082.0536215995,51737599.566165484,1949710.4534408096,60754825.881881006,12546318.469132964,5,5
769,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1190.2534207718434,13500000000.09646,250000000.0,300000000.0,0.5353822868978378,0.5078425526124727,30,32.243357496204005,13.692746849910368,0.6614458309609066,8,2,26.1713172605659,15,218150,7360,0,0,712758853.7660863,53511512.35129677,138204580.35553783,6010697.540390157,4411789.128073289,3601511.361460881,45844740.21652317,-1334647.83154162,59174512.47302304,12312655.094912548,5,5
770,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,602.6373318310874,17700000000.05034,250000000.0,300000000.0,0.8576133969831172,0.5614660164183239,30,33.46428339580072,17.80151672052704,0.7268379219248525,8,2,26.913009336425244,15,0,10000,480000,184900,174667184.5676427,32311271.75168366,120963332.60421555,8706508.264441121,1977969.1920717722,15483474.483741323,55125985.16434151,-749023.6760336822,60865595.330351844,55396008.853094995,5,5
771,Starlink,100,42,2,10,4425,510000000,115254.2372881356,547.1541866925719,13500000000.014315,500000000.0,300000000.0,0.42791852283059634,0.6724116749902276,30,27.61920429723066,12.825820573731967,0.4471486318811644,8,2,25.385437440910824,15,488370,0,0,0,259939615.36517733,47456425.203189425,134936675.05642295,-1199208.2477371728,3243020.229415836,3963477.202915822,50410860.26512919,4080532.6715763025,59778937.069471315,12532828.737527734,5,5
772,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1199.5738439502804,13499999999.98158,250000000.0,300000000.0,0.553429484739591,0.6024555576397486,30,32.2009436695175,13.68026771210118,0.6664275656618314,8,2,33.51870340993985,15,218150,7360,0,0,717614892.0733893,51532778.22954583,105674142.45890391,7727166.02429901,4327209.542920143,3815135.23552861,52303636.331712,9373417.454449587,59578423.01335618,13670094.890154779,5,5
773,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,603.9525324659188,17699999999.975166,250000000.0,300000000.0,0.9844817958181984,0.5237871595715047,30,29.615156133851997,16.3640790146042,0.7045267719847083,8,2,25.920457815257258,15,0,10000,480000,184900,184519993.13778707,34516603.8670567,122016153.40076268,8478912.295033786,2471574.068223992,14471455.849962045,51260795.28048512,687188.8154140995,59094627.16588455,54289331.97931929,5,5
774,Starlink,100,42,2,10,4425,510000000,115254.2372881356,544.324424812613,13500000000.093987,500000000.0,300000000.0,0.7098083813977808,0.6327752614727805,30,31.689849557897524,11.204875290121358,0.6484784616272949,8,2,25.51520916863561,15,488370,0,0,0,248157247.32205465,45223261.56768311,124416804.8309482,1409387.807436883,3179518.1836317983,3819724.6239128383,59215524.7552129,6450726.923712419,60030442.49141802,13606103.543738157,5,5
775,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1194.0537610030617,13500000000.068298,250000000.0,300000000.0,0.6036470381897727,0.6841331550444942,30,31.128990402196546,14.044028109286899,0.6220965836429353,8,2,27.451295664906628,15,218150,7360,0,0,711273591.5705516,47248672.13633019,115751294.8670047,7498694.433263242,3927086.5736135924,2550902.72631386,53437808.28977146,11103712.578895219,59026336.26621267,13172695.508903038,5,5
776,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,601.9983183347647,17699999999.98754,250000000.0,300000000.0,1.075379615077362,0.6610534157885176,30,32.128885732882445,17.381363933336253,0.41555982245365264,8,2,30.359186316321114,15,0,10000,480000,184900,171746806.5450606,28999149.554068346,141839977.85749412,8083470.668198923,2883107.614335469,14019072.454476513,58491550.29408173,883708.8754942203,60235983.25997771,54318982.79280168,5,5
777,Starlink,100,42,2,10,4425,510000000,115254.2372881356,548.6347856005368,13499999999.930595,500000000.0,300000000.0,0.46764201008210726,0.6925225485659696,30,29.817543455918518,7.357581518679179,0.3432560857009142,8,2,32.329634773090945,15,488370,0,0,0,246522991.70657235,49810391.02273465,137193066.00099337,1245689.7976625082,3466509.021374642,2849666.416518228,59083832.53092618,11693161.390305366,60235084.43177045,13384745.918647867,5,5
778,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1199.2021867059718,13500000000.053951,250000000.0,300000000.0,0.6749021558570533,0.5676923320985635,30,29.645206301387017,16.778200214171058,0.5134377453481076,8,2,28.93989487221799,15,218150,7360,0,0,723305639.4572164,48488719.21610956,109156821.05480023,6047171.847791023,3671864.3899747515,3832182.4777591783,41657163.66700484,16439399.521652345,59502990.489037596,12106194.424986413,5,5
779,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,606.7148406488025,17699999999.91164,250000000.0,300000000.0,1.051344083574119,0.6074100326227162,30,30.168829148221768,13.589138708759018,0.34665125664844665,8,2,34.92556219646323,15,0,10000,480000,184900,181804062.1964687,37526054.787364654,130507044.65414882,5969711.410875481,1918878.9347841754,14172158.861122316,51519666.07141677,-864833.6212648866,60943459.61331188,55590230.52980679,5,5
780,Starlink,100,42,2,10,4425,510000000,115254.2372881356,543.765724515663,13499999999.901644,500000000.0,300000000.0,0.6803310266842164,0.5608082219369918,30,26.360573985614224,8.949376636631277,0.6701008871738036,8,2,25.667427707628168,15,488370,0,0,0,254167488.60801148,52877190.60258007,144025741.1404927,-1238793.5221815167,4332854.715310156,4105332.86830415,41372868.05969699,2158241.865977821,59354895.626170404,12767812.99193139,5,5
781,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1197.3566573337425,13500000000.076466,250000000.0,300000000.0,0.686334004355276,0.6570017454557376,30,31.635475405872384,14.704466083690193,0.5400957091530734,8,2,27.865771873359332,15,218150,7360,0,0,725484760.5563906,46786860.8317026,106979736.64089909,5548075.114041274,4110368.2095725453,2340832.2006392935,57985743.696420595,7098904.5268924795,59777336.56328925,12415849.796151802,5,5
782,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,606.8448171498131,17700000000.011997,250000000.0,300000000.0,0.8707116594426074,0.5797155027648766,30,34.76393607214816,12.949653093767408,0.5872436132753246,8,2,31.28303884098288,15,0,10000,480000,184900,185427293.44430155,33915692.70855903,127050159.0444708,6436499.613139324,2569946.910315661,14466796.406848613,57490413.2329061,968726.1298713824,59728988.969818845,54362506.401749335,5,5
783,Starlink,100,42,2,10,4425,510000000,115254.2372881356,549.2697443972892,13499999999.915224,500000000.0,300000000.0,0.7974427903113304,0.5171149013303521,30,28.444148455933245,12.115199473709943,0.6743291685109365,8,2,29.522883986821345,15,488370,0,0,0,253162369.74013564,48627314.12018843,127625813.5897019,200751.58777712798,3029002.681253918,2516495.350511014,47028788.48611838,10054808.32167454,59885881.98672758,12503465.69589965,5,5
784,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1191.1588467264614,13500000000.053139,250000000.0,300000000.0,0.6848052797630084,0.6187874819047153,30,30.114846951390284,12.536391739771146,0.6563222222281,8,2,30.727144703449166,15,218150,7360,0,0,711363155.169514,52359016.54864761,131167908.98122443,7047471.246998802,3878316.5480158576,3927753.755523749,46169058.14430297,-235332.31847886462,59614402.92324992,12966082.018893175,5,5
785,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,601.6973072905936,17699999999.966465,250000000.0,300000000.0,1.052754227726995,0.6135480906500185,30,30.110723982290267,14.91067346236939,0.556109749013763,8,2,30.548294750787633,15,0,10000,480000,184900,175199251.74165884,33005845.55302035,142038322.0483003,8402926.812091216,1998080.9931281644,14246992.979991004,48884360.86616723,10046699.640160842,59506206.18130161,55312863.41448898,5,5
786,Starlink,100,42,2,10,4425,510000000,115254.2372881356,545.5448581628049,13499999999.955269,500000000.0,300000000.0,0.43243896518087227,0.5451686356584644,30,30.286956491941723,12.273031440787836,0.40867522169643655,8,2,34.00733609050764,15,488370,0,0,0,245469960.24596256,44605177.362666614,123018574.25451669,2041464.8239176646,3848645.6085047238,3303328.5540791713,46400056.78683721,10357417.849928245,60982131.115323745,12059584.329160722,5,5
787,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1194.5809382164086,13500000000.081219,250000000.0,300000000.0,0.539646670528283,0.6808816484589135,30,34.49505977801692,14.022802331147432,0.5139418012249575,8,2,25.467895070673336,15,218150,7360,0,0,712508731.9764616,47413440.12118818,139064370.94252568,6746421.231532673,3272872.199909239,3731000.462684558,58557016.80819789,15553592.853961948,60264391.34021126,12430985.89866138,5,5
788,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,606.8388609027836,17700000000.016113,250000000.0,300000000.0,0.7637183539443112,0.6203711005810593,30,26.057634360890553,14.289155424218444,0.3832122972980435,8,2,28.432353920519315,15,0,10000,480000,184900,172839951.62905255,32449149.379743896,110439457.86494711,7168358.78312935,2007705.1174309186,15221672.37396824,52139394.08003237,16872985.97744028,60735916.17933543,54655214.397489056,5,5
789,Starlink,100,42,2,10,4425,510000000,115254.2372881356,548.4359244488832,13500000000.079077,500000000.0,300000000.0,0.6491055092876044,0.5263954850920768,30,25.927945528465543,10.702394370968994,0.4701664299428465,8,2,28.669926968678645,15,488370,0,0,0,259519357.14602593,44031305.856632255,131355721.32509886,2483745.938009074,4012092.2413948816,3832174.2888087425,42584908.26096667,7186756.266857468,59529415.203370005,13828057.103638275,5,5
790,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1192.2872651580906,13499999999.902504,250000000.0,300000000.0,0.4736435601692723,0.5420264207808693,30,29.217107949515945,14.826927202481542,0.35534552544983644,8,2,30.794470329773223,15,218150,7360,0,0,718059078.0479658,48078682.00125393,119844638.06686015,5223033.570400669,2803864.8143598367,2444287.3674274725,50422857.970328614,9654251.477805804,59862099.5041574,13012080.172270866,5,5
791,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,602.6909716612462,17700000000.071545,250000000.0,300000000.0,0.8501111919004252,0.5205547062349554,30,27.727432963715085,17.82566654898092,0.7031756586725034,8,2,29.622464457590986,15,0,10000,480000,184900,173074324.24410453,35101691.8940691,112724644.64417788,6365585.870753956,2717343.3741676644,15787589.770496527,51826737.94285815,-2044828.3438280025,59249215.288612485,54227182.32132836,5,5
792,Starlink,100,42,2,10,4425,510000000,115254.2372881356,545.2328368850885,13500000000.091578,500000000.0,300000000.0,0.6888493247617267,0.6035323195361268,30,27.25696212521907,9.869289487280735,0.7007712985543499,8,2,26.81371888888793,15,488370,0,0,0,247109325.28494483,46858573.38029727,133229247.82370573,1402488.93963743,3677305.9659355925,3489958.5465158597,48434051.47507827,9264356.087455215,60184859.33226874,12695654.006506955,5,5
793,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1199.582189124503,13500000000.06903,250000000.0,300000000.0,0.6374458190503599,0.585191740121305,30,29.342608473837863,16.99894881310747,0.6856249855708141,8,2,32.52137480160549,15,218150,7360,0,0,722652804.4674917,47831424.43180764,124220728.928852,6319592.035411179,3949883.4047951237,4235685.350332817,40717363.91713099,5476667.994870512,59815663.21564019,12403356.79021056,5,5
794,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,602.7944171213808,17700000000.021313,250000000.0,300000000.0,0.7483880501621466,0.5240822449299637,30,29.118857135537986,12.160868377549699,0.5494762532673025,8,2,32.90894623016251,15,0,10000,480000,184900,187380601.77991003,30844594.26584446,125933674.40951532,8574835.059218306,2186056.186551457,15946002.006960418,43109272.1888818,2285824.9296016097,59828371.276420094,55325452.67891697,5,5
795,Starlink,100,42,2,10,4425,510000000,115254.2372881356,546.2545604205054,13500000000.054245,500000000.0,300000000.0,0.6630730265993907,0.6114780024016472,30,31.43701622698892,12.594072275321075,0.3524545121567623,8,2,27.34356862363053,15,488370,0,0,0,250485732.09830862,44655685.29400793,110527614.74158937,1416495.9745476223,3728081.3983024093,3609589.594065559,55575220.501790196,-634570.9666626377,60036027.556751065,13436965.16063578,5,5
796,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1196.4319696109126,13499999999.976639,250000000.0,300000000.0,0.49031595903453984,0.5248323443215676,30,31.32869161702038,14.794594000577638,0.5233406956744422,8,2,31.195855032323152,15,218150,7360,0,0,711818192.0704186,46310416.60622596,125078793.2772111,7871017.632007396,3416891.043724809,3352319.3301918944,48575015.63434413,16955102.709151637,59176822.93705146,12884123.349449657,5,5
797,Kuiper,100,42,2,10,3236,510000000,157601.97775030902,603.4142262436787,17699999999.996616,250000000.0,300000000.0,1.0035523123696508,0.5249428927568048,30,33.1800760994625,16.18707053930386,0.5239692969648403,8,2,26.223569087896923,15,0,10000,480000,184900,184520161.1293815,34492724.88379613,125966551.77233024,5886166.407542041,2603512.4428388635,15546925.483988248,58714376.72514923,-514957.22951635066,59854620.44411625,55385369.447087765,5,5
798,Starlink,100,42,2,10,4425,510000000,115254.2372881356,548.0884434756513,13500000000.016417,500000000.0,300000000.0,0.5131972215335923,0.5580091773592708,30,34.95984061678503,9.343879495181039,0.42506298166954526,8,2,33.75293744017992,15,488370,0,0,0,257270145.63460046,49636670.10182969,106929990.12694047,1905571.7573087886,2978753.293981505,3034379.5275534093,47437631.85931239,12076126.68739769,60391872.634148486,13847667.765918558,5,5
799,OneWeb,100,42,2,10,720,510000000,708333.3333333334,1194.4333371024463,13499999999.917643,250000000.0,300000000.0,0.8393152908434476,0.5839448832771448,30,29.026740823251334,17.356995828164045,0.415002784136695,8,2,34.13352535220188,15,218150,7360,0,0,718544199.8783382,44993416.27925048,105175272.04065724,8565276.081076805,4287075.291087023,2398678.7355508246,51085860.521201015,6194305.698519988,60601726.93962519,13669738.338098165,5,5
